COUNTY,FIPS,DATE,PRCP
Amelia County,51007,2020-08-03,0.31
Amelia County,51007,2020-08-04,2.76
Amelia County,51007,2020-08-05,0.04
Amelia County,51007,2020-08-06,0.03
Amelia County,51007,2020-08-07,1.205
Amelia County,51007,2020-08-08,0.04
Amelia County,51007,2020-08-09,0.0
Amelia County,51007,2020-08-10,0.105
Amelia County,51007,2020-08-11,0.015
Amelia County,51007,2020-08-12,0.0
Amelia County,51007,2020-08-13,0.99
Amelia County,51007,2020-08-14,0.02
Amelia County,51007,2020-08-15,4.16
Amelia County,51007,2020-08-16,0.73
Amelia County,51007,2020-08-17,0.025
Amelia County,51007,2020-08-18,0.35
Amelia County,51007,2020-08-19,0.02
Amelia County,51007,2020-08-20,0.0
Amelia County,51007,2020-08-21,0.0
Amelia County,51007,2020-08-22,0.26
Amelia County,51007,2020-08-23,0.0
Amelia County,51007,2020-08-24,0.0
Amelia County,51007,2020-08-25,0.0
Amelia County,51007,2020-08-26,0.0
Amelia County,51007,2020-08-27,0.0
Amelia County,51007,2020-08-28,0.005
Amelia County,51007,2020-08-29,0.01
Amelia County,51007,2020-08-30,0.034999999999999996
Amelia County,51007,2020-08-31,0.0
Amelia County,51007,2020-09-01,0.7050000000000001
Amelia County,51007,2020-09-02,0.01
Amelia County,51007,2020-09-03,0.045
Amelia County,51007,2020-09-04,0.0
Amelia County,51007,2020-09-05,0.0
Amelia County,51007,2020-09-06,0.0
Amelia County,51007,2020-09-07,0.0
Amelia County,51007,2020-09-08,0.0
Amelia County,51007,2020-09-09,0.0
Amelia County,51007,2020-09-10,0.345
Amelia County,51007,2020-09-11,0.01
Amelia County,51007,2020-09-12,0.0
Amelia County,51007,2020-09-13,0.0
Amelia County,51007,2020-09-14,0.0
Amelia County,51007,2020-09-15,0.0
Amelia County,51007,2020-09-16,0.0
Amelia County,51007,2020-09-17,0.13
Amelia County,51007,2020-09-18,2.79
Amelia County,51007,2020-09-19,0.01
Amelia County,51007,2020-09-20,0.0
Amelia County,51007,2020-09-21,0.0
Amelia County,51007,2020-09-22,0.0
Amelia County,51007,2020-09-23,0.0
Amelia County,51007,2020-09-24,0.0
Amelia County,51007,2020-09-25,0.12000000000000001
Amelia County,51007,2020-09-26,0.5950000000000001
Amelia County,51007,2020-09-27,0.005
Amelia County,51007,2020-09-28,0.0
Amelia County,51007,2020-09-29,0.01
Amelia County,51007,2020-09-30,1.4100000000000001
Amelia County,51007,2020-10-01,0.0
Amelia County,51007,2020-10-02,0.035
Amelia County,51007,2020-10-03,0.0
Amelia County,51007,2020-10-04,0.0
Amelia County,51007,2020-10-05,0.0
Amelia County,51007,2020-10-06,0.0
Amelia County,51007,2020-10-07,0.0
Amelia County,51007,2020-10-08,0.0
Amelia County,51007,2020-10-09,0.0
Amelia County,51007,2020-10-10,0.255
Amelia County,51007,2020-10-11,1.015
Amelia County,51007,2020-10-12,0.9950000000000001
Amelia County,51007,2020-10-13,0.045
Amelia County,51007,2020-10-14,0.0
Amelia County,51007,2020-10-15,0.0
Amelia County,51007,2020-10-16,0.5349999999999999
Amelia County,51007,2020-10-17,0.32999999999999996
Amelia County,51007,2020-10-18,0.0
Amelia County,51007,2020-10-19,0.0
Amelia County,51007,2020-10-20,0.0
Amelia County,51007,2020-10-21,0.015
Amelia County,51007,2020-10-22,0.0
Amelia County,51007,2020-10-23,0.0
Amelia County,51007,2020-10-24,0.0
Amelia County,51007,2020-10-25,0.78
Amelia County,51007,2020-10-26,0.14
Amelia County,51007,2020-10-27,0.02
Amelia County,51007,2020-10-28,0.0
Amelia County,51007,2020-10-29,0.08
Amelia County,51007,2020-10-30,1.355
Amelia County,51007,2020-10-31,0.0
Amelia County,51007,2020-11-01,0.5850000000000001
Amelia County,51007,2020-11-02,0.56
Amelia County,51007,2020-11-03,0.0
Amelia County,51007,2020-11-04,0.0
Amelia County,51007,2020-11-05,0.0
Amelia County,51007,2020-11-06,0.0
Amelia County,51007,2020-11-13,0.5
Amelia County,51007,2020-11-14,0.0
Amelia County,51007,2020-11-15,0.0
Amelia County,51007,2020-11-16,0.01
Amelia County,51007,2020-11-17,0.0
Amelia County,51007,2020-11-18,0.0
Amelia County,51007,2020-11-22,0.0
Amelia County,51007,2020-11-23,0.02
Appomattox County,51011,2020-03-17,0.0
Appomattox County,51011,2020-03-18,0.0
Appomattox County,51011,2020-03-19,0.43
Appomattox County,51011,2020-03-20,0.0
Appomattox County,51011,2020-03-21,0.2
Appomattox County,51011,2020-03-22,0.0
Appomattox County,51011,2020-03-23,0.59
Appomattox County,51011,2020-03-24,0.12
Appomattox County,51011,2020-03-25,0.63
Appomattox County,51011,2020-03-26,0.03
Appomattox County,51011,2020-03-27,0.0
Appomattox County,51011,2020-03-28,0.0
Appomattox County,51011,2020-03-29,0.0
Appomattox County,51011,2020-03-30,0.0
Appomattox County,51011,2020-03-31,0.0
Appomattox County,51011,2020-04-01,0.7
Appomattox County,51011,2020-04-02,0.0
Appomattox County,51011,2020-04-03,0.0
Appomattox County,51011,2020-04-04,0.0
Appomattox County,51011,2020-04-05,0.0
Appomattox County,51011,2020-04-06,0.0
Appomattox County,51011,2020-04-07,0.02
Appomattox County,51011,2020-04-08,0.11
Appomattox County,51011,2020-04-09,0.27
Appomattox County,51011,2020-04-10,0.0
Appomattox County,51011,2020-04-11,0.0
Appomattox County,51011,2020-04-12,0.0
Appomattox County,51011,2020-04-13,1.13
Appomattox County,51011,2020-04-14,0.02
Appomattox County,51011,2020-04-15,0.36
Appomattox County,51011,2020-04-16,0.0
Appomattox County,51011,2020-04-17,0.0
Appomattox County,51011,2020-04-18,0.05
Appomattox County,51011,2020-04-19,0.0
Appomattox County,51011,2020-04-20,0.07
Appomattox County,51011,2020-04-21,0.4
Appomattox County,51011,2020-04-22,0.0
Appomattox County,51011,2020-04-23,0.0
Appomattox County,51011,2020-04-24,0.62
Appomattox County,51011,2020-04-25,0.03
Appomattox County,51011,2020-04-26,1.07
Appomattox County,51011,2020-04-27,0.03
Appomattox County,51011,2020-04-28,0.0
Appomattox County,51011,2020-04-29,0.0
Appomattox County,51011,2020-04-30,1.75
Appomattox County,51011,2020-05-01,0.1
Appomattox County,51011,2020-05-02,0.0
Appomattox County,51011,2020-05-03,0.0
Appomattox County,51011,2020-05-04,0.0
Appomattox County,51011,2020-05-05,0.0
Appomattox County,51011,2020-05-06,0.1
Appomattox County,51011,2020-05-07,0.0
Appomattox County,51011,2020-05-08,0.0
Appomattox County,51011,2020-05-09,0.08
Appomattox County,51011,2020-05-10,0.0
Appomattox County,51011,2020-05-11,0.0
Appomattox County,51011,2020-05-12,0.0
Appomattox County,51011,2020-05-13,0.0
Appomattox County,51011,2020-05-14,0.0
Appomattox County,51011,2020-05-15,0.0
Appomattox County,51011,2020-05-16,0.0
Appomattox County,51011,2020-05-17,0.65
Appomattox County,51011,2020-05-18,0.07
Appomattox County,51011,2020-05-19,0.41
Appomattox County,51011,2020-05-20,0.99
Appomattox County,51011,2020-05-21,0.59
Appomattox County,51011,2020-05-22,0.76
Appomattox County,51011,2020-05-23,0.03
Appomattox County,51011,2020-05-24,0.17
Appomattox County,51011,2020-05-25,0.03
Appomattox County,51011,2020-05-26,0.0
Appomattox County,51011,2020-05-27,0.0
Appomattox County,51011,2020-05-28,0.4
Appomattox County,51011,2020-05-29,0.0
Appomattox County,51011,2020-05-30,0.0
Appomattox County,51011,2020-05-31,0.0
Appomattox County,51011,2020-06-01,0.0
Appomattox County,51011,2020-06-02,0.0
Appomattox County,51011,2020-06-03,0.0
Appomattox County,51011,2020-06-04,0.0
Appomattox County,51011,2020-06-05,0.0
Appomattox County,51011,2020-06-06,0.13
Appomattox County,51011,2020-06-07,0.0
Appomattox County,51011,2020-06-08,0.0
Appomattox County,51011,2020-06-09,0.0
Appomattox County,51011,2020-06-10,0.0
Appomattox County,51011,2020-06-11,0.22
Appomattox County,51011,2020-06-12,0.01
Appomattox County,51011,2020-06-13,0.0
Appomattox County,51011,2020-06-14,0.02
Appomattox County,51011,2020-06-15,0.07
Appomattox County,51011,2020-06-16,0.94
Appomattox County,51011,2020-06-17,1.26
Appomattox County,51011,2020-06-18,0.7
Appomattox County,51011,2020-06-19,0.2
Appomattox County,51011,2020-06-20,0.05
Appomattox County,51011,2020-06-21,0.48
Appomattox County,51011,2020-06-22,0.0
Appomattox County,51011,2020-06-23,0.0
Appomattox County,51011,2020-06-24,0.05
Appomattox County,51011,2020-06-25,0.0
Appomattox County,51011,2020-06-26,0.02
Appomattox County,51011,2020-06-27,0.0
Appomattox County,51011,2020-06-28,0.0
Appomattox County,51011,2020-06-29,0.15
Appomattox County,51011,2020-06-30,0.0
Appomattox County,51011,2020-07-01,0.0
Appomattox County,51011,2020-07-02,0.07
Appomattox County,51011,2020-07-03,0.0
Appomattox County,51011,2020-07-04,0.0
Appomattox County,51011,2020-07-05,0.0
Appomattox County,51011,2020-07-06,1.49
Appomattox County,51011,2020-07-07,0.0
Appomattox County,51011,2020-07-08,0.0
Appomattox County,51011,2020-07-09,0.0
Appomattox County,51011,2020-07-10,0.0
Appomattox County,51011,2020-07-11,1.4
Appomattox County,51011,2020-07-12,0.0
Appomattox County,51011,2020-07-13,0.07
Appomattox County,51011,2020-07-14,0.0
Appomattox County,51011,2020-07-15,0.0
Appomattox County,51011,2020-07-16,0.0
Appomattox County,51011,2020-07-17,0.0
Appomattox County,51011,2020-07-18,0.2
Appomattox County,51011,2020-07-19,0.0
Appomattox County,51011,2020-07-20,0.0
Appomattox County,51011,2020-07-21,0.0
Appomattox County,51011,2020-07-22,0.0
Appomattox County,51011,2020-07-23,1.86
Appomattox County,51011,2020-07-24,0.12
Appomattox County,51011,2020-07-25,0.05
Appomattox County,51011,2020-07-26,0.0
Appomattox County,51011,2020-07-27,0.0
Appomattox County,51011,2020-07-28,0.09
Appomattox County,51011,2020-07-29,0.79
Appomattox County,51011,2020-07-30,0.0
Appomattox County,51011,2020-07-31,0.82
Appomattox County,51011,2020-08-01,0.09
Appomattox County,51011,2020-08-02,0.0
Appomattox County,51011,2020-08-03,0.29
Appomattox County,51011,2020-08-04,0.69
Appomattox County,51011,2020-08-05,0.03
Appomattox County,51011,2020-08-06,0.04
Appomattox County,51011,2020-08-07,0.35
Appomattox County,51011,2020-08-08,0.0
Appomattox County,51011,2020-08-09,0.0
Appomattox County,51011,2020-08-10,0.0
Appomattox County,51011,2020-08-11,0.0
Appomattox County,51011,2020-08-12,0.02
Appomattox County,51011,2020-08-13,2.54
Appomattox County,51011,2020-08-14,0.39
Appomattox County,51011,2020-08-15,0.77
Appomattox County,51011,2020-08-16,0.85
Appomattox County,51011,2020-08-17,0.0
Appomattox County,51011,2020-08-18,0.04
Appomattox County,51011,2020-08-19,0.1
Appomattox County,51011,2020-08-20,0.03
Appomattox County,51011,2020-08-21,0.0
Appomattox County,51011,2020-08-22,0.87
Appomattox County,51011,2020-08-23,0.0
Appomattox County,51011,2020-08-24,0.0
Appomattox County,51011,2020-08-25,0.03
Appomattox County,51011,2020-08-26,0.0
Appomattox County,51011,2020-08-27,0.0
Appomattox County,51011,2020-08-28,0.0
Appomattox County,51011,2020-08-29,0.02
Appomattox County,51011,2020-08-30,0.02
Appomattox County,51011,2020-08-31,0.0
Appomattox County,51011,2020-09-01,2.78
Appomattox County,51011,2020-09-02,0.0
Appomattox County,51011,2020-09-03,0.76
Appomattox County,51011,2020-09-04,0.0
Appomattox County,51011,2020-09-05,0.02
Appomattox County,51011,2020-09-06,0.0
Appomattox County,51011,2020-09-07,0.0
Appomattox County,51011,2020-09-08,0.0
Appomattox County,51011,2020-09-09,0.02
Appomattox County,51011,2020-09-10,0.35
Appomattox County,51011,2020-09-11,0.03
Appomattox County,51011,2020-09-12,0.07
Appomattox County,51011,2020-09-13,0.02
Appomattox County,51011,2020-09-14,0.0
Appomattox County,51011,2020-09-15,0.0
Appomattox County,51011,2020-09-16,0.0
Appomattox County,51011,2020-09-17,0.1
Appomattox County,51011,2020-09-18,4.01
Appomattox County,51011,2020-09-19,0.0
Appomattox County,51011,2020-09-20,0.0
Appomattox County,51011,2020-09-21,0.0
Appomattox County,51011,2020-09-22,0.0
Appomattox County,51011,2020-09-23,0.0
Appomattox County,51011,2020-09-24,0.0
Appomattox County,51011,2020-09-25,0.15
Appomattox County,51011,2020-09-26,2.61
Appomattox County,51011,2020-09-27,0.0
Appomattox County,51011,2020-09-28,0.0
Appomattox County,51011,2020-09-29,0.0
Appomattox County,51011,2020-09-30,0.42
Appomattox County,51011,2020-10-01,0.0
Appomattox County,51011,2020-10-02,0.66
Appomattox County,51011,2020-10-03,0.0
Appomattox County,51011,2020-10-04,0.0
Appomattox County,51011,2020-10-05,0.0
Appomattox County,51011,2020-10-06,0.0
Appomattox County,51011,2020-10-07,0.0
Appomattox County,51011,2020-10-08,0.0
Appomattox County,51011,2020-10-09,0.0
Appomattox County,51011,2020-10-10,0.24
Appomattox County,51011,2020-10-11,0.56
Appomattox County,51011,2020-10-12,1.03
Appomattox County,51011,2020-10-13,0.03
Appomattox County,51011,2020-10-14,0.0
Appomattox County,51011,2020-10-15,0.0
Appomattox County,51011,2020-10-16,0.03
Appomattox County,51011,2020-10-17,0.17
Appomattox County,51011,2020-10-18,0.0
Appomattox County,51011,2020-10-19,0.0
Appomattox County,51011,2020-10-20,0.0
Appomattox County,51011,2020-10-21,0.0
Appomattox County,51011,2020-10-22,0.0
Appomattox County,51011,2020-10-23,0.0
Appomattox County,51011,2020-10-24,0.0
Appomattox County,51011,2020-10-25,1.25
Appomattox County,51011,2020-10-26,0.08
Appomattox County,51011,2020-10-27,0.0
Appomattox County,51011,2020-10-28,0.0
Appomattox County,51011,2020-10-29,0.19
Appomattox County,51011,2020-10-30,3.99
Appomattox County,51011,2020-10-31,0.0
Appomattox County,51011,2020-11-01,0.03
Appomattox County,51011,2020-11-02,0.47
Appomattox County,51011,2020-11-03,0.0
Appomattox County,51011,2020-11-04,0.0
Appomattox County,51011,2020-11-05,0.0
Appomattox County,51011,2020-11-06,0.0
Appomattox County,51011,2020-11-07,0.0
Appomattox County,51011,2020-11-08,0.0
Appomattox County,51011,2020-11-09,0.0
Appomattox County,51011,2020-11-10,0.0
Appomattox County,51011,2020-11-11,1.15
Appomattox County,51011,2020-11-12,7.28
Appomattox County,51011,2020-11-13,0.77
Appomattox County,51011,2020-11-14,0.0
Appomattox County,51011,2020-11-15,0.0
Appomattox County,51011,2020-11-16,0.0
Appomattox County,51011,2020-11-17,0.0
Appomattox County,51011,2020-11-18,0.0
Appomattox County,51011,2020-11-19,0.0
Appomattox County,51011,2020-11-20,0.0
Appomattox County,51011,2020-11-21,0.0
Appomattox County,51011,2020-11-22,0.0
Appomattox County,51011,2020-11-23,0.1
Arlington County,51013,2020-03-17,0.01
Arlington County,51013,2020-03-18,0.03
Arlington County,51013,2020-03-19,0.36
Arlington County,51013,2020-03-20,0.006666666666666667
Arlington County,51013,2020-03-21,0.09999999999999999
Arlington County,51013,2020-03-22,0.0
Arlington County,51013,2020-03-23,0.26
Arlington County,51013,2020-03-24,0.12666666666666668
Arlington County,51013,2020-03-25,0.15333333333333332
Arlington County,51013,2020-03-26,0.14333333333333334
Arlington County,51013,2020-03-27,0.0033333333333333335
Arlington County,51013,2020-03-28,0.4266666666666667
Arlington County,51013,2020-03-29,0.05666666666666667
Arlington County,51013,2020-03-30,0.0
Arlington County,51013,2020-03-31,0.04
Arlington County,51013,2020-04-01,0.12333333333333334
Arlington County,51013,2020-04-02,0.0
Arlington County,51013,2020-04-03,0.0
Arlington County,51013,2020-04-04,0.0
Arlington County,51013,2020-04-05,0.0
Arlington County,51013,2020-04-06,0.0
Arlington County,51013,2020-04-07,0.12333333333333334
Arlington County,51013,2020-04-08,0.2166666666666667
Arlington County,51013,2020-04-09,0.1366666666666667
Arlington County,51013,2020-04-10,0.0
Arlington County,51013,2020-04-11,0.0
Arlington County,51013,2020-04-12,0.06999999999999999
Arlington County,51013,2020-04-13,2.0
Arlington County,51013,2020-04-14,0.33
Arlington County,51013,2020-04-15,0.33666666666666667
Arlington County,51013,2020-04-16,0.0
Arlington County,51013,2020-04-17,0.0
Arlington County,51013,2020-04-18,0.06333333333333334
Arlington County,51013,2020-04-19,0.02
Arlington County,51013,2020-04-20,0.0
Arlington County,51013,2020-04-21,0.006666666666666667
Arlington County,51013,2020-04-22,0.0
Arlington County,51013,2020-04-23,0.24666666666666667
Arlington County,51013,2020-04-24,0.88
Arlington County,51013,2020-04-25,0.04
Arlington County,51013,2020-04-26,0.3066666666666667
Arlington County,51013,2020-04-27,0.15333333333333335
Arlington County,51013,2020-04-28,0.006666666666666667
Arlington County,51013,2020-04-29,0.036666666666666674
Arlington County,51013,2020-04-30,0.37000000000000005
Arlington County,51013,2020-05-01,0.8333333333333334
Arlington County,51013,2020-05-02,0.04
Arlington County,51013,2020-05-03,0.31
Arlington County,51013,2020-05-04,1.0033333333333332
Arlington County,51013,2020-05-05,0.06333333333333334
Arlington County,51013,2020-05-06,0.26
Arlington County,51013,2020-05-07,0.10333333333333333
Arlington County,51013,2020-05-08,0.04
Arlington County,51013,2020-05-09,0.11666666666666665
Arlington County,51013,2020-05-10,0.0
Arlington County,51013,2020-05-11,0.02666666666666667
Arlington County,51013,2020-05-12,0.0
Arlington County,51013,2020-05-13,0.0
Arlington County,51013,2020-05-14,0.006666666666666667
Arlington County,51013,2020-05-15,0.023333333333333334
Arlington County,51013,2020-05-16,0.0
Arlington County,51013,2020-05-17,0.0
Arlington County,51013,2020-05-18,0.0
Arlington County,51013,2020-05-19,0.0
Arlington County,51013,2020-05-20,0.0
Arlington County,51013,2020-05-21,0.0
Arlington County,51013,2020-05-22,0.37666666666666665
Arlington County,51013,2020-05-23,0.36333333333333334
Arlington County,51013,2020-05-24,0.0
Arlington County,51013,2020-05-25,0.0
Arlington County,51013,2020-05-26,0.0
Arlington County,51013,2020-05-27,0.0
Arlington County,51013,2020-05-28,0.08333333333333333
Arlington County,51013,2020-05-29,0.04666666666666667
Arlington County,51013,2020-05-30,0.02
Arlington County,51013,2020-05-31,0.0
Arlington County,51013,2020-06-01,0.0
Arlington County,51013,2020-06-02,0.0
Arlington County,51013,2020-06-03,0.0
Arlington County,51013,2020-06-04,0.17333333333333334
Arlington County,51013,2020-06-05,1.4299999999999997
Arlington County,51013,2020-06-06,0.48
Arlington County,51013,2020-06-07,0.0
Arlington County,51013,2020-06-08,0.0
Arlington County,51013,2020-06-09,0.0
Arlington County,51013,2020-06-10,0.049999999999999996
Arlington County,51013,2020-06-11,0.2
Arlington County,51013,2020-06-12,0.095
Arlington County,51013,2020-06-13,0.0
Arlington County,51013,2020-06-14,0.0
Arlington County,51013,2020-06-15,0.0
Arlington County,51013,2020-06-16,0.0
Arlington County,51013,2020-06-17,0.425
Arlington County,51013,2020-06-18,0.455
Arlington County,51013,2020-06-19,0.015
Arlington County,51013,2020-06-20,0.235
Arlington County,51013,2020-06-21,0.245
Arlington County,51013,2020-06-22,0.0
Arlington County,51013,2020-06-23,0.01
Arlington County,51013,2020-06-24,0.0
Arlington County,51013,2020-06-25,0.0
Arlington County,51013,2020-06-26,0.0
Arlington County,51013,2020-06-27,0.01
Arlington County,51013,2020-06-28,0.21
Arlington County,51013,2020-06-29,0.0
Arlington County,51013,2020-06-30,0.0
Arlington County,51013,2020-07-01,0.06333333333333334
Arlington County,51013,2020-07-02,0.0
Arlington County,51013,2020-07-03,0.0
Arlington County,51013,2020-07-04,0.0
Arlington County,51013,2020-07-05,0.0
Arlington County,51013,2020-07-06,0.22666666666666668
Arlington County,51013,2020-07-07,2.7566666666666664
Arlington County,51013,2020-07-08,0.06
Arlington County,51013,2020-07-09,0.0
Arlington County,51013,2020-07-10,0.0
Arlington County,51013,2020-07-11,0.03333333333333333
Arlington County,51013,2020-07-12,0.0033333333333333335
Arlington County,51013,2020-07-13,0.04666666666666667
Arlington County,51013,2020-07-14,0.08
Arlington County,51013,2020-07-15,0.0
Arlington County,51013,2020-07-16,0.0
Arlington County,51013,2020-07-17,0.0
Arlington County,51013,2020-07-18,0.0
Arlington County,51013,2020-07-19,0.0
Arlington County,51013,2020-07-20,0.049999999999999996
Arlington County,51013,2020-07-21,0.19666666666666668
Arlington County,51013,2020-07-22,0.6666666666666666
Arlington County,51013,2020-07-23,1.5
Arlington County,51013,2020-07-24,1.09
Arlington County,51013,2020-07-25,0.005
Arlington County,51013,2020-07-26,0.0
Arlington County,51013,2020-07-27,0.0
Arlington County,51013,2020-07-28,0.0
Arlington County,51013,2020-07-29,0.0
Arlington County,51013,2020-07-30,0.075
Arlington County,51013,2020-07-31,0.155
Arlington County,51013,2020-08-01,0.06
Arlington County,51013,2020-08-02,0.035
Arlington County,51013,2020-08-03,0.15333333333333335
Arlington County,51013,2020-08-04,2.0766666666666667
Arlington County,51013,2020-08-05,0.6233333333333334
Arlington County,51013,2020-08-06,0.61
Arlington County,51013,2020-08-07,0.14333333333333334
Arlington County,51013,2020-08-08,0.005
Arlington County,51013,2020-08-09,0.0
Arlington County,51013,2020-08-10,0.02666666666666667
Arlington County,51013,2020-08-11,0.06
Arlington County,51013,2020-08-12,0.26333333333333336
Arlington County,51013,2020-08-13,0.3433333333333333
Arlington County,51013,2020-08-14,0.5333333333333333
Arlington County,51013,2020-08-15,0.08333333333333333
Arlington County,51013,2020-08-16,1.01
Arlington County,51013,2020-08-17,0.10333333333333333
Arlington County,51013,2020-08-18,0.17666666666666667
Arlington County,51013,2020-08-19,0.14333333333333334
Arlington County,51013,2020-08-20,0.08666666666666667
Arlington County,51013,2020-08-21,0.0
Arlington County,51013,2020-08-22,0.005
Arlington County,51013,2020-08-23,0.0
Arlington County,51013,2020-08-24,0.025
Arlington County,51013,2020-08-25,0.055
Arlington County,51013,2020-08-26,0.0
Arlington County,51013,2020-08-27,0.0
Arlington County,51013,2020-08-28,0.73
Arlington County,51013,2020-08-29,1.025
Arlington County,51013,2020-08-30,0.205
Arlington County,51013,2020-08-31,0.2
Arlington County,51013,2020-09-01,0.345
Arlington County,51013,2020-09-02,0.06666666666666667
Arlington County,51013,2020-09-03,0.25
